Responder_id,Responder_age,LanguagesWorkedWith
359,30,Java;JavaScript;Python
360,18,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;TypeScript
361,40,Elixir;Erlang;F#;Go;HTML/CSS;JavaScript;PHP;SQL
362,44,HTML/CSS;Java;JavaScript;SQL
363,24,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;Python;SQL;TypeScript
364,21,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
365,37,Java;SQL
366,35,HTML/CSS;PHP;SQL
367,35,HTML/CSS;JavaScript
368,19,Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
369,29,Python
370,33,R;SQL
371,32,Bash/Shell/PowerShell;SQL
372,55,Bash/Shell/PowerShell;C#;HTML/CSS;Java;Python;SQL
373,57,C#;HTML/CSS;Java;JavaScript;Python
374,31,HTML/CSS;Python;SQL;TypeScript
375,23,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL
376,21,C++;Python
377,26,HTML/CSS;JavaScript;PHP;SQL
378,36,C#;HTML/CSS;JavaScript;SQL;TypeScript
379,27,Bash/Shell/PowerShell;C;C#;Java;Python
380,54,Bash/Shell/PowerShell;JavaScript;Python
381,54,C#;Go;HTML/CSS;Java;JavaScript;Python;R;SQL
382,46,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
383,38,Bash/Shell/PowerShell
384,29,Bash/Shell/PowerShell;Go;SQL;TypeScript
385,48,HTML/CSS;Java;JavaScript;Python;R;SQL;VBA
386,46,HTML/CSS;JavaScript;PHP
387,44,Java;Python
388,39,C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
389,54,Bash/Shell/PowerShell;JavaScript;Objective-C;Ruby;Swift
390,47,Bash/Shell/PowerShell;HTML/CSS;Java;Kotlin;Python;Scala
391,45,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
392,56,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA
393,32,Java;Kotlin;PHP;SQL
394,26,C#;HTML/CSS;TypeScript;Other(s):
395,51,HTML/CSS;Java;JavaScript;SQL
396,53,HTML/CSS;JavaScript
397,43,HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL
398,44,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;VBA
399,20,C++
400,54,Bash/Shell/PowerShell;C++;Java;Kotlin;PHP
401,42,JavaScript;Python;Ruby;SQL;TypeScript
402,31,C#
403,22,Bash/Shell/PowerShell;C;C#;F#;HTML/CSS;JavaScript;PHP;Python;SQL
404,48,C#;SQL;TypeScript
405,26,Java;JavaScript;TypeScript
406,51,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
407,18,C;C++;HTML/CSS;Java;JavaScript;Python;SQL
408,49,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Python;R;Rust;SQL;TypeScript;WebAssembly
409,22,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;PHP
410,36,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
411,34,C;C++;JavaScript;Python;R;SQL
412,55,HTML/CSS;JavaScript;PHP;Python;SQL
413,57,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
414,42,Bash/Shell/PowerShell;JavaScript;Python;SQL
415,33,HTML/CSS;JavaScript;Ruby
416,24,C;C++;C#;HTML/CSS;JavaScript;SQL;TypeScript
417,30,HTML/CSS;JavaScript
418,55,HTML/CSS;JavaScript;SQL;VBA
419,55,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL
420,45,HTML/CSS;JavaScript;Python
421,25,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript
422,29,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python;Other(s):
423,55,C++;C#
424,36,C;C++
425,26,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;PHP;SQL;VBA
426,49,Java
427,40,C#;HTML/CSS;JavaScript;SQL;TypeScript
428,38,Bash/Shell/PowerShell;Java;Python
429,18,C#
430,56,Assembly;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL;Other(s):
431,40,VBA;Other(s):
432,47,HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA;Other(s):
433,35,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python
434,39,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
435,51,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;Swift
436,43,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
438,42,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;R;SQL
439,56,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
440,53,Bash/Shell/PowerShell;C++;HTML/CSS;Java;PHP;SQL
441,34,C#;HTML/CSS;Java;JavaScript;PHP
442,29,HTML/CSS;JavaScript
443,37,HTML/CSS;JavaScript;TypeScript
444,37,Bash/Shell/PowerShell;C;C++;HTML/CSS;Python
445,55,C#;SQL
446,56,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python
447,54,Bash/Shell/PowerShell;Java;Python
448,21,Bash/Shell/PowerShell;Java;SQL;Other(s):
449,26,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;TypeScript;Other(s):
450,32,C#;HTML/CSS;JavaScript;TypeScript
451,56,Bash/Shell/PowerShell;C;C++;C#;Java;Python;Rust
452,33,SQL;VBA
453,56,C++;C#;SQL
454,34,Bash/Shell/PowerShell;Elixir;HTML/CSS;JavaScript;Ruby;SQL;Other(s):
455,36,C++;Python;Ruby
456,39,Bash/Shell/PowerShell;JavaScript;Python;SQL
457,36,HTML/CSS;JavaScript
458,54,Assembly;C;Python;Rust
459,24,C#;SQL
460,54,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python
461,21,HTML/CSS;JavaScript;PHP;SQL
462,42,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL
463,41,HTML/CSS;Java;JavaScript;PHP;SQL;Other(s):
464,37,C;Python
465,36,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
466,43,HTML/CSS;JavaScript;TypeScript
467,19,Java;Kotlin;Python;SQL
468,23,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Kotlin;SQL;Other(s):
469,25,Bash/Shell/PowerShell;JavaScript;PHP;SQL
470,19,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Other(s):
471,33,Java;JavaScript
472,18,HTML/CSS;JavaScript;PHP;Python;SQL
473,22,C#;JavaScript
474,21,Java;JavaScript;Other(s):
475,55,C#;HTML/CSS;JavaScript;PHP;TypeScript
476,32,HTML/CSS;JavaScript;PHP;Scala
477,20,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
478,46,C++;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL
479,18,C#;HTML/CSS;JavaScript;SQL;Other(s):
480,22,C;C++;Dart;Java;Python
481,28,Bash/Shell/PowerShell;Kotlin
482,25,Bash/Shell/PowerShell;HTML/CSS;PHP
483,19,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
484,37,HTML/CSS;Java;PHP;Python;SQL
485,40,Java;JavaScript;Scala
486,22,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript
487,54,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
488,31,C;C++;C#;Java
489,20,C++;Python
490,48,HTML/CSS;JavaScript;Ruby
491,49,Java;Objective-C
492,48,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript
493,57,C#;Java;SQL;Other(s):
494,55,Assembly;C;Erlang;HTML/CSS;Java;JavaScript;Python;SQL
495,52,R
496,33,Bash/Shell/PowerShell;Python;SQL
497,43,Dart;JavaScript;Kotlin;PHP;SQL;Swift;TypeScript
498,32,C++;HTML/CSS;JavaScript;Python
499,35,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;VBA
500,55,C++;C#
501,57,HTML/CSS
502,57,C++;C#
503,49,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
504,38,Bash/Shell/PowerShell;Python;SQL
505,31,C;C++;HTML/CSS;Java;SQL
506,40,Java
507,28,Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
508,21,C;C++;HTML/CSS;JavaScript
509,36,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
510,44,Python
511,41,HTML/CSS;JavaScript;Ruby;SQL;TypeScript
512,54,Bash/Shell/PowerShell;Python;Other(s):
513,48,C++;Rust
514,50,HTML/CSS;JavaScript;Python;Ruby;TypeScript
515,33,C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
516,39,Bash/Shell/PowerShell;C++;Python
517,52,Assembly;C++;F#;HTML/CSS;PHP;Python;R;Rust;TypeScript;Other(s):
518,32,C;HTML/CSS;Java;JavaScript;SQL
519,57,HTML/CSS;PHP
520,46,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
521,25,HTML/CSS;JavaScript
522,29,HTML/CSS;Python
523,23,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R
524,30,Python;Other(s):
525,51,C#;SQL;VBA
526,50,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
527,18,HTML/CSS;JavaScript;Objective-C;Swift
528,29,Bash/Shell/PowerShell;Java;JavaScript;Python;SQL
529,23,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
530,28,C;C++;C#
531,21,C#
532,34,Bash/Shell/PowerShell;C;C++;Java;Python
533,37,C#;Java;JavaScript;SQL
535,44,Elixir;VBA
536,29,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
537,48,C#;HTML/CSS;JavaScript;SQL;TypeScript;Other(s):
538,51,HTML/CSS;Java;JavaScript;PHP;R;SQL;TypeScript
539,18,Bash/Shell/PowerShell;JavaScript;Python;SQL
540,21,JavaScript;Python
541,20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Other(s):
542,28,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;R;SQL
543,50,C;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript
544,44,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL
545,53,Bash/Shell/PowerShell;C++;C#;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Other(s):
546,27,C;Java;SQL
547,29,C#;HTML/CSS;JavaScript;SQL
548,36,Python;SQL;VBA
550,53,C#;HTML/CSS;JavaScript;SQL
551,54,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;R;Scala;SQL
552,19,HTML/CSS;Java;JavaScript;PHP
553,39,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
554,40,Go;JavaScript;PHP;Ruby;SQL;TypeScript
555,36,C#;HTML/CSS;JavaScript;SQL
556,21,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL
557,34,C;C++;PHP;Python;SQL;VBA
558,49,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript
559,54,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;PHP;Python;SQL;VBA
560,52,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL
561,43,HTML/CSS;Java;JavaScript;Python;Ruby;SQL
562,35,C#;JavaScript;SQL
563,26,Assembly;Bash/Shell/PowerShell;C;C++;Python;SQL
564,27,C;C++;Python;R;SQL;Other(s):
565,31,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
566,55,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript
567,48,Bash/Shell/PowerShell;C;Java;JavaScript;Objective-C;Rust;Swift;Other(s):
568,35,C++;C#;Clojure;HTML/CSS;JavaScript;Python;SQL
569,26,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
571,57,Assembly;Bash/Shell/PowerShell;C;C++;Erlang;R;Rust;Scala
572,24,Assembly;C;C++;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript
573,40,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;PHP;Python;SQL
574,56,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Ruby
575,37,Bash/Shell/PowerShell;Go;Python;SQL
576,54,C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
577,34,Bash/Shell/PowerShell;Python;Other(s):
578,37,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;Swift
579,47,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;Python
580,47,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Scala;SQL
581,50,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;TypeScript
582,35,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
583,20,Java;Ruby;Scala;SQL;Other(s):
584,38,Java;Python
585,23,C#;Java;Python;R;VBA
586,29,Java;Python;Ruby
587,19,Bash/Shell/PowerShell;C#;Java;Other(s):
588,27,C#
589,23,C#;HTML/CSS;JavaScript;SQL;VBA
590,26,C#;SQL
591,40,C#;JavaScript
592,57,C;C++;HTML/CSS;PHP;Python;SQL
594,43,HTML/CSS;Java;JavaScript;Kotlin;PHP
595,31,C#;HTML/CSS;JavaScript;SQL;TypeScript
596,39,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
597,39,Java;JavaScript;PHP;Python;SQL
598,55,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL
599,41,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Ruby;SQL
600,41,Bash/Shell/PowerShell;HTML/CSS;Java;PHP;Python;SQL
601,18,HTML/CSS;PHP;SQL
602,55,C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript
603,48,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript
604,23,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
605,31,Java;Kotlin
606,54,Bash/Shell/PowerShell;Clojure;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;TypeScript
607,20,C#;JavaScript;SQL
608,23,Bash/Shell/PowerShell;C;C++;Erlang;Go;HTML/CSS;Java;Python;SQL
609,25,HTML/CSS;JavaScript;Python
610,54,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript;Other(s):
611,23,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
612,56,Python;Other(s):
613,52,Assembly;Bash/Shell/PowerShell;C;C++;C#;F#;HTML/CSS;JavaScript;Python;TypeScript
614,51,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;Python;SQL;TypeScript
615,30,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA
616,27,Ruby;SQL
617,44,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL
618,24,C;C++;C#;Java;PHP;SQL
619,46,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;SQL
620,54,HTML/CSS;Java;JavaScript;SQL;TypeScript;WebAssembly
621,40,Bash/Shell/PowerShell;SQL;Other(s):
622,27,Java;Objective-C;SQL;Swift
623,49,Objective-C;Swift
624,19,C++;HTML/CSS;JavaScript;PHP;Python
625,50,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;TypeScript
626,44,HTML/CSS;Java;JavaScript;SQL
627,45,Assembly;Bash/Shell/PowerShell;C++;C#;Go;HTML/CSS;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift
628,53,Bash/Shell/PowerShell;JavaScript;SQL;TypeScript
629,30,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;Objective-C;SQL
630,41,C#;HTML/CSS;JavaScript;SQL;TypeScript
631,36,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;SQL
632,22,C#;HTML/CSS;JavaScript;SQL
633,38,C;C++;Python;Rust
634,40,C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;Scala;SQL;Swift;TypeScript
635,26,Bash/Shell/PowerShell;JavaScript;Python
636,23,Bash/Shell/PowerShell;C;C++;Go;Java
637,39,C++;C#;HTML/CSS;Java;JavaScript;SQL
638,31,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Rust
639,43,HTML/CSS;JavaScript;Kotlin;SQL;Swift
640,40,HTML/CSS;JavaScript;SQL
641,48,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;Swift
642,18,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;TypeScript
643,38,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL
645,43,C++;C#;HTML/CSS;SQL
646,25,JavaScript;PHP;Python;SQL;VBA
647,48,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Rust;SQL;TypeScript
648,25,C#;HTML/CSS;JavaScript;SQL;VBA
649,19,Java;JavaScript;Python;SQL
650,25,Bash/Shell/PowerShell;C++;JavaScript;Python
651,38,Python
652,22,HTML/CSS;Java
653,37,C#;HTML/CSS;JavaScript;Kotlin;Objective-C;PHP;SQL;Swift
654,55,Clojure;HTML/CSS;Java;JavaScript
655,34,Assembly;C++;C#;Java;Scala;Other(s):
656,23,C++;Python;R;Other(s):
657,51,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL
658,23,C++;HTML/CSS;Java;JavaScript;TypeScript
659,53,Python
660,19,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
661,25,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
662,48,Python;SQL;VBA
663,25,HTML/CSS;JavaScript;Python;SQL
664,23,HTML/CSS;Java;JavaScript;PHP
665,28,Ruby;SQL
666,57,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
667,38,HTML/CSS;JavaScript
668,25,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
669,52,Bash/Shell/PowerShell;C;Python;Rust;SQL
670,40,C#;HTML/CSS;JavaScript;SQL;Swift
671,18,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python
672,56,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL
673,34,C;C++;C#;HTML/CSS;JavaScript;PHP;SQL
674,24,C#;HTML/CSS;JavaScript;Python
675,54,C#;HTML/CSS;Java;JavaScript;SQL;VBA;Other(s):
676,57,Bash/Shell/PowerShell;Objective-C;Ruby;Swift
677,56,Other(s):
678,19,Java;JavaScript;Scala;SQL
679,39,C#;HTML/CSS;Python;SQL
680,55,C#;HTML/CSS;JavaScript;SQL
681,38,Bash/Shell/PowerShell;C;C++;C#;F#;HTML/CSS;Java;JavaScript;Python;R;Ruby;Scala;SQL
682,26,HTML/CSS;Objective-C;Swift
683,50,HTML/CSS;JavaScript;PHP;Python;SQL
684,56,C#;HTML/CSS;JavaScript;TypeScript
685,53,C#;HTML/CSS;Java;SQL
686,25,C#;SQL
687,44,C;C++;Java;Python;SQL;Other(s):
688,38,HTML/CSS;JavaScript;PHP;Python;SQL
689,44,C++;C#;HTML/CSS;Java;JavaScript;Other(s):
690,53,Assembly
691,28,HTML/CSS;JavaScript;PHP;SQL
692,35,HTML/CSS;Java;JavaScript;SQL
693,38,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
694,27,C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
695,56,C#;HTML/CSS;JavaScript;TypeScript
696,21,C#;SQL
697,33,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
698,29,HTML/CSS;Java;JavaScript;Python
699,56,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;SQL
700,31,HTML/CSS;JavaScript;Python;SQL;TypeScript
701,41,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Rust;SQL
702,20,C;C++;HTML/CSS;JavaScript;PHP;Python;SQL
703,28,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
704,33,Dart;HTML/CSS;Java;PHP;SQL
705,57,Go;JavaScript
706,33,Java;Python;Scala;SQL
707,42,C#;HTML/CSS;JavaScript;Objective-C;PHP;Ruby;SQL
708,52,Bash/Shell/PowerShell;C++;Go;JavaScript;Python;SQL
709,55,JavaScript;TypeScript
710,39,Assembly;C;HTML/CSS;Java;JavaScript;Python;R
711,49,Java
712,32,HTML/CSS;JavaScript
713,44,HTML/CSS;JavaScript;PHP;SQL
714,42,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;VBA
715,20,HTML/CSS;JavaScript;PHP;SQL
716,46,HTML/CSS;JavaScript;PHP;Other(s):
717,54,C#;HTML/CSS;Java;PHP;SQL
718,26,C#;HTML/CSS;JavaScript